source_id,ra,dec,parallax,parallax_over_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,rpgeo
5014819517210475776,22.66281911281952,-34.81837806752671,2.585514987639369,17.9386158,18.376461,19.7402534,17.1824989,2.55775452,386.747101
5392326943302043520,158.15622662996017,-41.6082329690076,1.9504341285946147,28.7127476,17.3732052,18.6018524,16.2774487,2.32440376,501.973907
5643132177037999104,126.7444574607316,-31.647172659107056,0.4084824473106637,11.4885311,15.9748573,16.3750687,15.4072876,0.967781067,2255.69751
6734127567555966080,277.0461755170422,-36.04568969151112,0.626600052801243,13.3970547,16.0132542,16.426157,15.4256773,1.0004797,1531.38708
5932060674440749568,246.57530760304977,-54.01318323447681,0.2580964708114683,10.6262817,13.9968386,14.8354282,13.0882931,1.74713516,3273.55908
5987410570746617984,234.42317147559496,-46.13103554122768,1.3253110331828637,53.4537125,14.3026876,14.6901636,13.7419004,0.948263168,732.37677
1991048780033798016,349.07598699728385,50.1410283080152,0.4173474578766507,10.7199564,16.1575794,16.5800152,15.5634193,1.01659584,2210.97803
5584958940947825280,112.26327997792,-39.66477517872649,0.4450901709886141,14.7438049,15.8596735,16.3265667,15.2238808,1.10268593,2051.15625
5312226730968713600,142.5491569652342,-52.87295378728377,0.7853572863579186,62.3751411,13.6992865,13.948678,13.3015194,0.647158623,1218.69995
1971565257893904512,319.6620653672157,44.44827666309988,0.7605464849366423,10.4504032,17.5853271,18.4601021,16.6719227,1.7881794,1261.95166
1976353188661959936,329.1034102870364,48.5110648461224,0.5863643312826746,16.7850189,16.1389046,16.6068115,15.5076351,1.09917641,1654.26868
4282106141004313216,281.9739522199774,4.571234691535867,0.3476735175690319,10.5378075,15.3935871,17.0292969,14.172596,2.8567009,2371.05054
1967176286654680192,322.2179655473638,41.67660437806985,0.6287248770491078,27.1086464,15.272213,15.8001213,14.5791388,1.22098255,1519.10083
6746342561919228672,292.06908832459385,-30.69171639416896,1.33594235093828,28.6553898,15.990201,16.6203594,15.2387362,1.38162327,736.925964
2025301419143257344,292.7288976295509,27.21867615928807,0.4911274068218886,12.4719868,16.2041836,16.7843437,15.465744,1.3185997,1916.9342
5340352582022469120,166.96582197572087,-57.145328672526645,0.4177169409741476,12.0873566,16.1698036,16.6087227,15.5560856,1.0526371,2246.38745
5839338618262267392,199.51552751527925,-73.1953456527021,0.1976419118039792,13.1484394,13.1952715,14.314189,12.1431599,2.17102909,4354.33887
170000646731892352,63.16158577431946,33.96790007764076,1.2119253574390907,11.7136221,17.5481758,18.4950275,16.6048298,1.89019775,804.332275
3108169533211523072,108.48155232664686,-2.565526483102744,0.8188371220635668,29.0770035,14.9730864,15.3032379,14.4708109,0.832427025,1154.37866
368514176887360768,9.497184001479848,38.82823409592461,2.6853268714449112,54.4758835,16.2158298,17.1908398,15.2497807,1.94105911,368.162262
2911827164849994112,93.55258062090844,-25.77140903535461,0.4734095032213554,10.7375383,16.578558,16.9824638,16.0313053,0.951158524,1902.34729
6054730059940219008,189.11960553637468,-61.82153573026808,0.9403536092517836,61.510334,13.8793554,14.3499908,13.2396851,1.11030579,1026.83228
5645765129425224576,129.14752409143208,-28.00580182482989,0.4529723255433845,11.8034153,16.1096973,16.4430733,15.6075811,0.835492134,2082.4043
1755277168792336896,310.72694537911065,13.179355753872736,1.7120503193172951,44.0306015,15.6467714,16.2941113,14.8800049,1.41410637,574.371948
5985657158968754048,233.5894815326745,-49.67482060138931,0.2471496235350466,11.1131153,14.4846201,15.3132153,13.5811968,1.73201847,3564.30981
4065933015304541056,270.75606917790174,-24.888874514014848,0.5739597874997292,14.3927689,15.6996431,16.2960567,14.9466591,1.34939766,1645.56104
3050771624624237056,104.74499375414293,-8.845463437628156,1.3235751560970257,19.1163025,17.1758575,18.4543095,16.026577,2.42773247,737.920349
5838481205349427712,191.4406865760026,-74.1709872464807,0.8137892797912168,30.3550892,15.5291014,15.9628239,14.9136801,1.04914379,1180.0072
3205119658175738368,69.19478698036473,-2.157770534065071,2.3604921866379347,14.8271437,18.4075375,19.6436157,17.2749863,2.36862946,426.678711
4260986549865865216,288.16662286046704,-3.3558735585733537,0.6387909089498606,10.7605839,16.3979797,17.1856766,15.5246096,1.66106701,1492.11975
